year,country,n_researchers_padded,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2017,ES,304261,12620,13958,-1338,0.04147754723740473,0.045875087507107386,-0.004397540269702656
2018,ES,321635,12558,14330,-1772,0.03904425824303947,0.04455360890450355,-0.005509350661464082
2019,ES,337963,13655,14260,-605,0.04040383118862124,0.04219396797874324,-0.0017901367901219955
2020,ES,358823,14562,15272,-710,0.04058268282690909,0.042561374270880074,-0.001978691443970983
2021,ES,371716,14510,15236,-726,0.03903517739349396,0.04098828137610434,-0.0019531039826103799
2022,ES,382806,13221,13764,-543,0.03453707622137584,0.035955549286061345,-0.0014184730646855065
2023,ES,395241,16349,17511,-1162,0.04136463575388181,0.044304614146811694,-0.0029399783929298833
2024,ES,322761,17301,18778,-1477,0.05360313048974318,0.05817927196904211,-0.004576141479298924
2025,ES,222996,19200,21122,-1922,0.08610019910671043,0.09471918778812176,-0.008618988681411326
1998,ET,983,0,0,0,0.0,0.0,0.0
1999,ET,1350,43,42,1,0.03185185185185185,0.03111111111111111,0.0007407407407407407
2000,ET,1681,57,68,-11,0.03390838786436645,0.04045211183819155,-0.006543723973825104
2001,ET,1728,52,83,-31,0.03009259259259259,0.048032407407407406,-0.017939814814814815
2002,ET,1817,80,74,6,0.04402861860209136,0.04072647220693451,0.003302146395156852
2003,ET,1930,78,106,-28,0.04041450777202073,0.054922279792746116,-0.014507772020725389
2004,ET,2083,88,100,-12,0.04224675948151704,0.04800768122899664,-0.005760921747479597
2005,ET,2237,83,84,-1,0.037103263299061245,0.03755029056772463,-0.0004470272686633885
2006,ET,2377,107,116,-9,0.04501472444257468,0.04880100967606226,-0.0037862852334875894
2007,ET,2632,119,114,5,0.04521276595744681,0.04331306990881459,0.001899696048632219
2008,ET,2908,119,114,5,0.04092159559834938,0.039202200825309494,0.0017193947730398899
2009,ET,3490,172,155,17,0.0492836676217765,0.044412607449856735,0.004871060171919771
2010,ET,4149,161,155,6,0.03880453121234032,0.03735839961436491,0.0014461315979754157
2011,ET,5275,234,202,32,0.04436018957345972,0.03829383886255924,0.006066350710900474
2012,ET,7080,201,215,-14,0.028389830508474576,0.03036723163841808,-0.0019774011299435027
2013,ET,9098,309,220,89,0.03396350846339855,0.024181138711804794,0.009782369751593757
2014,ET,11008,383,286,97,0.034792877906976744,0.025981104651162792,0.008811773255813954
2015,ET,13213,398,389,9,0.03012184969348369,0.029440702338605917,0.0006811473548777719
2016,ET,15857,496,437,59,0.03127956107712682,0.027558806836097623,0.0037207542410291985
2017,ET,20622,557,514,43,0.027009989331781593,0.024924837552128796,0.002085151779652798
2018,ET,26581,648,551,97,0.0243783153380234,0.020729092208720514,0.0036492231293028857
2019,ET,31898,797,651,146,0.024985892532447176,0.020408803059752963,0.004577089472694213
2020,ET,37178,957,839,118,0.02574102964118565,0.02256710958093496,0.0031739200602506857
2021,ET,40034,1000,879,121,0.024978768047159913,0.021956337113453565,0.0030224309337063496
2022,ET,44583,957,830,127,0.02146558105107328,0.01861696162214297,0.00284861942893031
2023,ET,46356,1093,1166,-73,0.02357839330399517,0.025153162481663646,-0.0015747691776684786
2024,ET,37218,1295,1330,-35,0.034794991670696974,0.03573539685098608,-0.0009404051802891074
2025,ET,23792,1478,1668,-190,0.0621217215870881,0.07010759919300605,-0.007985877605917955
1998,FI,19058,0,0,0,0.0,0.0,0.0
1999,FI,19972,455,428,27,0.02278189465251352,0.021430002002803924,0.0013518926497095934
2000,FI,21487,616,624,-8,0.02866849723088379,0.029040815376739425,-0.0003723181458556336
2001,FI,22555,717,752,-35,0.03178896031921968,0.03334072267789847,-0.0015517623586787852
2002,FI,23904,860,820,40,0.03597724230254351,0.034303882195448464,0.0016733601070950468
2003,FI,25000,930,825,105,0.0372,0.033,0.0042
2004,FI,26383,945,960,-15,0.03581851950119395,0.03638706742978433,-0.0005685479285903801
2005,FI,27310,1035,1053,-18,0.03789820578542658,0.03855730501647748,-0.0006590992310508971
2006,FI,28858,1202,1120,82,0.04165222815163906,0.038810728394206115,0.0028414997574329475
2007,FI,30275,1163,1124,39,0.03841453344343518,0.03712634186622626,0.0012881915772089182
2008,FI,31916,1247,1308,-61,0.03907131219451059,0.04098257927058529,-0.0019112670760746962
2009,FI,33180,1436,1366,70,0.0432790837854129,0.04116937914406269,0.002109704641350211
2010,FI,34181,1485,1397,88,0.0434451888476054,0.04087065913811767,0.002574529709487727
2011,FI,35756,1466,1429,37,0.041000111869336615,0.0399653205056494,0.0010347913636872133
2012,FI,37091,1562,1506,56,0.042112641880779705,0.040602841659701815,0.0015098002210778894
2013,FI,38616,1658,1553,105,0.04293557074787653,0.040216490573855394,0.0027190801740211313
2014,FI,40095,1743,1674,69,0.043471754582865695,0.041750841750841754,0.0017209128320239432
2015,FI,41255,1797,1719,78,0.04355835656284087,0.04166767664525512,0.0018906799175857471
2016,FI,42070,1850,1862,-12,0.04397432850011885,0.04425956738768719,-0.0002852388875683385
2017,FI,42741,1940,1905,35,0.04538967267962846,0.04457078683231557,0.0008188858473128846
2018,FI,43732,1892,2105,-213,0.0432635141315284,0.04813408945394677,-0.0048705753224183666
2019,FI,45176,2112,1989,123,0.04675048698423942,0.044027802372941384,0.0027226846112980343
2020,FI,47595,2268,2105,163,0.0476520642924677,0.044227334804076056,0.003424729488391638
2021,FI,49567,2357,2067,290,0.04755179857566526,0.04170113180140012,0.005850666774265136
2022,FI,52288,2441,1785,656,0.04668375152998776,0.03413785189718482,0.012545899632802938
2023,FI,55909,2446,2147,299,0.04374966463360103,0.03840168845803001,0.005347976175571017
2024,FI,47543,2554,2254,300,0.05371979050543718,0.04740971331215952,0.006310077193277665
2025,FI,35002,3031,2480,551,0.08659505171133078,0.07085309410890807,0.01574195760242272
1998,FJ,103,0,0,0,0.0,0.0,0.0
1999,FJ,124,8,4,4,0.06451612903225806,0.03225806451612903,0.03225806451612903
2000,FJ,132,7,7,0,0.05303030303030303,0.05303030303030303,0.0
2001,FJ,146,13,11,2,0.08904109589041095,0.07534246575342465,0.0136986301369863
2002,FJ,183,10,8,2,0.0546448087431694,0.04371584699453552,0.01092896174863388
2003,FJ,216,23,20,3,0.10648148148148148,0.09259259259259259,0.013888888888888888
2004,FJ,240,24,15,9,0.1,0.0625,0.0375
2005,FJ,269,16,17,-1,0.05947955390334572,0.06319702602230483,-0.0037174721189591076
2006,FJ,313,27,23,4,0.08626198083067092,0.07348242811501597,0.012779552715654952
2007,FJ,330,30,33,-3,0.09090909090909091,0.1,-0.00909090909090909
2008,FJ,332,28,26,2,0.08433734939759036,0.0783132530120482,0.006024096385542169
2009,FJ,340,32,37,-5,0.09411764705882353,0.10882352941176471,-0.014705882352941176
2010,FJ,350,29,43,-14,0.08285714285714285,0.12285714285714286,-0.04
2011,FJ,417,39,54,-15,0.09352517985611511,0.12949640287769784,-0.03597122302158273
2012,FJ,506,51,42,9,0.1007905138339921,0.08300395256916997,0.017786561264822136
2013,FJ,622,66,53,13,0.10610932475884244,0.08520900321543408,0.02090032154340836
2014,FJ,722,79,68,11,0.10941828254847645,0.09418282548476455,0.015235457063711912
2015,FJ,821,89,75,14,0.10840438489646773,0.09135200974421437,0.01705237515225335
2016,FJ,872,71,80,-9,0.08142201834862385,0.09174311926605505,-0.010321100917431193
2017,FJ,934,92,66,26,0.09850107066381156,0.07066381156316917,0.027837259100642397
2018,FJ,1009,93,82,11,0.09217046580773043,0.08126858275520317,0.010901883052527254
2019,FJ,1155,100,107,-7,0.08658008658008658,0.09264069264069263,-0.006060606060606061
2020,FJ,1254,89,129,-40,0.07097288676236045,0.10287081339712918,-0.03189792663476874
2021,FJ,1361,99,97,2,0.07274063188831742,0.07127112417340191,0.0014695077149155032
2022,FJ,1476,82,110,-28,0.05555555555555555,0.07452574525745258,-0.018970189701897018
2023,FJ,1560,99,132,-33,0.06346153846153846,0.08461538461538462,-0.021153846153846155
2024,FJ,1252,140,129,11,0.11182108626198083,0.10303514376996806,0.00878594249201278
2025,FJ,792,169,134,35,0.21338383838383837,0.1691919191919192,0.04419191919191919
1998,FK,11,0,0,0,0.0,0.0,0.0
1999,FK,13,1,1,0,0.07692307692307693,0.07692307692307693,0.0
2000,FK,23,4,0,4,0.17391304347826086,0.0,0.17391304347826086
2001,FK,25,3,3,0,0.12,0.12,0.0
2002,FK,26,2,3,-1,0.07692307692307693,0.11538461538461539,-0.038461538461538464
2003,FK,29,2,0,2,0.06896551724137931,0.0,0.06896551724137931
2004,FK,31,3,1,2,0.0967741935483871,0.03225806451612903,0.06451612903225806
2005,FK,26,2,3,-1,0.07692307692307693,0.11538461538461539,-0.038461538461538464
2006,FK,24,4,2,2,0.16666666666666666,0.08333333333333333,0.08333333333333333
2007,FK,24,4,6,-2,0.16666666666666666,0.25,-0.08333333333333333
2008,FK,24,2,5,-3,0.08333333333333333,0.20833333333333334,-0.125
2009,FK,23,4,1,3,0.17391304347826086,0.043478260869565216,0.13043478260869565
2010,FK,31,6,4,2,0.1935483870967742,0.12903225806451613,0.06451612903225806
2011,FK,29,2,2,0,0.06896551724137931,0.06896551724137931,0.0
2012,FK,27,4,8,-4,0.14814814814814814,0.2962962962962963,-0.14814814814814814
2013,FK,24,4,5,-1,0.16666666666666666,0.20833333333333334,-0.041666666666666664
2014,FK,23,2,6,-4,0.08695652173913043,0.2608695652173913,-0.17391304347826086
2015,FK,30,10,5,5,0.3333333333333333,0.16666666666666666,0.16666666666666666
2016,FK,26,2,2,0,0.07692307692307693,0.07692307692307693,0.0
2017,FK,30,8,7,1,0.26666666666666666,0.23333333333333334,0.03333333333333333
2018,FK,33,7,4,3,0.21212121212121213,0.12121212121212122,0.09090909090909091
2019,FK,38,4,7,-3,0.10526315789473684,0.18421052631578946,-0.07894736842105263
2020,FK,45,9,6,3,0.2,0.13333333333333333,0.06666666666666667
2021,FK,47,10,7,3,0.2127659574468085,0.14893617021276595,0.06382978723404255
2022,FK,41,8,8,0,0.1951219512195122,0.1951219512195122,0.0
2023,FK,31,5,11,-6,0.16129032258064516,0.3548387096774194,-0.1935483870967742
2024,FK,25,7,6,1,0.28,0.24,0.04
2025,FK,11,4,9,-5,0.36363636363636365,0.8181818181818182,-0.45454545454545453
1998,FM,7,0,0,0,0.0,0.0,0.0
1999,FM,12,0,0,0,0.0,0.0,0.0
2000,FM,13,0,0,0,0.0,0.0,0.0
2001,FM,16,1,1,0,0.0625,0.0625,0.0
2002,FM,17,0,1,-1,0.0,0.058823529411764705,-0.058823529411764705
2003,FM,23,1,1,0,0.043478260869565216,0.043478260869565216,0.0
2004,FM,23,3,1,2,0.13043478260869565,0.043478260869565216,0.08695652173913043
2005,FM,34,3,2,1,0.08823529411764706,0.058823529411764705,0.029411764705882353
2006,FM,31,2,3,-1,0.06451612903225806,0.0967741935483871,-0.03225806451612903
2007,FM,40,9,2,7,0.225,0.05,0.175
2008,FM,26,0,4,-4,0.0,0.15384615384615385,-0.15384615384615385
2009,FM,26,4,7,-3,0.15384615384615385,0.2692307692307692,-0.11538461538461539
2010,FM,19,2,1,1,0.10526315789473684,0.05263157894736842,0.05263157894736842
2011,FM,23,2,3,-1,0.08695652173913043,0.13043478260869565,-0.043478260869565216
2012,FM,43,2,0,2,0.046511627906976744,0.0,0.046511627906976744
2013,FM,58,1,2,-1,0.017241379310344827,0.034482758620689655,-0.017241379310344827
2014,FM,70,2,1,1,0.02857142857142857,0.014285714285714285,0.014285714285714285
2015,FM,70,3,2,1,0.04285714285714286,0.02857142857142857,0.014285714285714285
2016,FM,80,6,3,3,0.075,0.0375,0.0375
2017,FM,77,1,3,-2,0.012987012987012988,0.03896103896103896,-0.025974025974025976
2018,FM,65,7,5,2,0.1076923076923077,0.07692307692307693,0.03076923076923077
2019,FM,62,1,3,-2,0.016129032258064516,0.04838709677419355,-0.03225806451612903
2020,FM,67,4,2,2,0.05970149253731343,0.029850746268656716,0.029850746268656716
2021,FM,68,1,4,-3,0.014705882352941176,0.058823529411764705,-0.04411764705882353
2022,FM,76,10,3,7,0.13157894736842105,0.039473684210526314,0.09210526315789473
2023,FM,55,3,12,-9,0.05454545454545454,0.21818181818181817,-0.16363636363636364
2024,FM,43,6,5,1,0.13953488372093023,0.11627906976744186,0.023255813953488372
2025,FM,21,10,1,9,0.47619047619047616,0.047619047619047616,0.42857142857142855
1998,FO,16,0,0,0,0.0,0.0,0.0
1999,FO,25,0,0,0,0.0,0.0,0.0
2000,FO,30,2,2,0,0.06666666666666667,0.06666666666666667,0.0
2001,FO,37,0,1,-1,0.0,0.02702702702702703,-0.02702702702702703
2002,FO,37,3,0,3,0.08108108108108109,0.0,0.08108108108108109
2003,FO,42,2,3,-1,0.047619047619047616,0.07142857142857142,-0.023809523809523808
2004,FO,40,6,1,5,0.15,0.025,0.125
2005,FO,45,3,2,1,0.06666666666666667,0.044444444444444446,0.022222222222222223
2006,FO,42,1,3,-2,0.023809523809523808,0.07142857142857142,-0.047619047619047616
2007,FO,56,6,5,1,0.10714285714285714,0.08928571428571429,0.017857142857142856
2008,FO,70,4,3,1,0.05714285714285714,0.04285714285714286,0.014285714285714285
2009,FO,81,9,3,6,0.1111111111111111,0.037037037037037035,0.07407407407407407
2010,FO,88,9,6,3,0.10227272727272728,0.06818181818181818,0.03409090909090909
2011,FO,79,5,6,-1,0.06329113924050633,0.0759493670886076,-0.012658227848101266
2012,FO,89,8,3,5,0.0898876404494382,0.033707865168539325,0.056179775280898875
2013,FO,101,7,5,2,0.06930693069306931,0.04950495049504951,0.019801980198019802
2014,FO,126,9,4,5,0.07142857142857142,0.031746031746031744,0.03968253968253968
2015,FO,139,15,7,8,0.1079136690647482,0.050359712230215826,0.05755395683453238
2016,FO,146,11,6,5,0.07534246575342465,0.0410958904109589,0.03424657534246575
2017,FO,170,16,7,9,0.09411764705882353,0.041176470588235294,0.052941176470588235
2018,FO,163,11,8,3,0.06748466257668712,0.049079754601226995,0.018404907975460124
2019,FO,169,13,14,-1,0.07692307692307693,0.08284023668639054,-0.005917159763313609
2020,FO,195,14,16,-2,0.07179487179487179,0.08205128205128205,-0.010256410256410256
2021,FO,208,16,10,6,0.07692307692307693,0.04807692307692308,0.028846153846153848
2022,FO,221,19,9,10,0.08597285067873303,0.04072398190045249,0.04524886877828054
2023,FO,238,12,8,4,0.05042016806722689,0.03361344537815126,0.01680672268907563
2024,FO,208,15,13,2,0.07211538461538461,0.0625,0.009615384615384616
2025,FO,148,16,8,8,0.10810810810810811,0.05405405405405406,0.05405405405405406
1998,FR,171647,0,0,0,0.0,0.0,0.0
1999,FR,175005,3908,4289,-381,0.02233079054884146,0.024507871203679896,-0.002177080654838433
2000,FR,186580,5552,6100,-548,0.029756672740915424,0.032693750669953905,-0.002937077929038482
2001,FR,195701,6305,7098,-793,0.032217515495577435,0.03626961538265006,-0.004052099887072626
2002,FR,212211,7514,8251,-737,0.035408155090923654,0.038881113608625374,-0.0034729585177017213
2003,FR,224572,8366,8987,-621,0.037253085870010506,0.040018346009297684,-0.0027652601392871776
2004,FR,242947,9343,9752,-409,0.03845694740005021,0.04014044215405006,-0.0016834947539998437
2005,FR,257267,10412,10776,-364,0.04047157233535587,0.04188644482191653,-0.0014148724865606548
2006,FR,271571,11349,12345,-996,0.041790176417953316,0.0454577256039857,-0.0036675491860323818
2007,FR,283871,12312,13010,-698,0.04337181325320304,0.04583067661015038,-0.0024588633569473457
2008,FR,294294,13853,13755,98,0.047071975643404214,0.046738975310403885,0.000333000333000333
2009,FR,306848,14517,14985,-468,0.04731006882886641,0.04883525393680259,-0.0015251851079361768
2010,FR,321846,14625,15236,-611,0.045440987304487236,0.04733941077409693,-0.001898423469609689
2011,FR,340561,15679,15978,-299,0.04603874195812204,0.04691670508367077,-0.000877963125548727
2012,FR,356752,16499,17229,-730,0.04624781360721173,0.04829405301161591,-0.00204623940440418
2013,FR,369149,17227,17964,-737,0.04666679308355163,0.0486632768881942,-0.00199648380464257
2014,FR,378060,17683,18946,-1263,0.04677299899486854,0.05011373856001693,-0.003340739565148389
2015,FR,386317,18432,19782,-1350,0.04771211207376325,0.05120665153229084,-0.0034945394585275823
2016,FR,394593,18491,20212,-1721,0.04686094279422088,0.051222398775447105,-0.0043614559812262255
2017,FR,403192,18841,20374,-1533,0.04672959780948035,0.05053175658247187,-0.0038021587729915275
2018,FR,408150,18896,21054,-2158,0.04629670464290089,0.05158397647923558,-0.005287271836334681
2019,FR,411052,19025,21071,-2046,0.04628368186993373,0.0512611543065111,-0.004977472436577367
2020,FR,431636,19664,22094,-2430,0.045556904428731615,0.05118664800897052,-0.005629743580238905
2021,FR,443450,20220,21737,-1517,0.04559702333972263,0.04901792761303416,-0.0034209042733115346
2022,FR,455290,18966,20453,-1487,0.04165696588987239,0.04492301609962881,-0.0032660502097564188
2023,FR,455527,20528,23079,-2551,0.0450642881761125,0.05066439530477886,-0.005600107128666358
2024,FR,369376,20291,23243,-2952,0.054933184614051805,0.06292504115048081,-0.007991856536429004
2025,FR,249966,21179,25122,-3943,0.08472752294312026,0.10050166822687885,-0.015774145283758593
1998,GA,187,0,0,0,0.0,0.0,0.0
1999,GA,209,7,11,-4,0.03349282296650718,0.05263157894736842,-0.019138755980861243
2000,GA,215,18,6,12,0.08372093023255814,0.027906976744186046,0.05581395348837209
2001,GA,208,14,17,-3,0.0673076923076923,0.08173076923076923,-0.014423076923076924
2002,GA,238,22,15,7,0.09243697478991597,0.06302521008403361,0.029411764705882353
2003,GA,269,16,20,-4,0.05947955390334572,0.07434944237918216,-0.01486988847583643
2004,GA,243,18,27,-9,0.07407407407407407,0.1111111111111111,-0.037037037037037035
2005,GA,268,29,19,10,0.10820895522388059,0.0708955223880597,0.03731343283582089
2006,GA,280,19,25,-6,0.06785714285714285,0.08928571428571429,-0.02142857142857143
2007,GA,342,21,19,2,0.06140350877192982,0.05555555555555555,0.005847953216374269
2008,GA,376,21,28,-7,0.05585106382978723,0.07446808510638298,-0.018617021276595744
2009,GA,408,29,27,2,0.07107843137254902,0.0661764705882353,0.004901960784313725
2010,GA,452,33,27,6,0.07300884955752213,0.059734513274336286,0.01327433628318584
2011,GA,510,37,32,5,0.07254901960784314,0.06274509803921569,0.00980392156862745
2012,GA,597,29,53,-24,0.048576214405360134,0.08877721943048576,-0.04020100502512563
2013,GA,692,40,35,5,0.057803468208092484,0.05057803468208093,0.0072254335260115606
2014,GA,743,47,29,18,0.063257065948856,0.039030955585464336,0.024226110363391656
2015,GA,798,67,51,16,0.08395989974937343,0.06390977443609022,0.020050125313283207
2016,GA,832,40,50,-10,0.04807692307692308,0.06009615384615385,-0.01201923076923077
2017,GA,948,57,36,21,0.060126582278481014,0.0379746835443038,0.022151898734177215
2018,GA,1053,45,54,-9,0.042735042735042736,0.05128205128205128,-0.008547008547008548
2019,GA,1198,52,58,-6,0.04340567612687813,0.048414023372287146,-0.005008347245409015
2020,GA,1406,66,59,7,0.04694167852062589,0.041963015647226175,0.004978662873399715
2021,GA,1571,71,64,7,0.04519414385741566,0.04073838319541693,0.004455760661998727
2022,GA,1807,76,62,14,0.042058660763696736,0.03431101272827892,0.00774764803541782
2023,GA,1916,70,60,10,0.03653444676409186,0.031315240083507306,0.005219206680584551
