year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2007,MY,7545,698,610,88,0.09251159708416169,0.08084824387011266,0.011663353214049038
2008,MY,11153,1015,666,349,0.09100690397202546,0.05971487492154577,0.03129202905047969
2009,MY,13958,1139,881,258,0.08160194870325262,0.06311792520418398,0.018484023499068636
2010,MY,18787,1480,1085,395,0.07877787832011497,0.057752701336030235,0.02102517698408474
2011,MY,24315,1804,1367,437,0.07419288505038042,0.05622044005757763,0.017972444992802795
2012,MY,30135,2175,1760,415,0.07217521154803384,0.05840384934461589,0.013771362203417953
2013,MY,34351,2521,2177,344,0.07338942097755524,0.06337515647288289,0.010014264504672353
2014,MY,40202,2803,2449,354,0.06972289935824089,0.060917367295159446,0.008805532063081439
2015,MY,42775,2809,2868,-59,0.06566919929865575,0.06704850964348334,-0.001379310344827586
2016,MY,44869,2899,3347,-448,0.06461031001359513,0.07459493191290201,-0.009984621899306871
2017,MY,51637,3120,3750,-630,0.06042179057652459,0.0726223444429382,-0.012200553866413617
2018,MY,58671,3276,4224,-948,0.05583678478294217,0.07199468221097305,-0.016157897428030882
2019,MY,59050,3430,4595,-1165,0.05808636748518205,0.07781541066892464,-0.019729043183742592
2020,MY,65116,3728,4722,-994,0.057251673935745435,0.07251673935745438,-0.01526506542170895
2021,MY,74345,4284,4843,-559,0.05762324298876858,0.06514224224897437,-0.007518999260205797
2022,MY,76165,3556,4545,-989,0.04668811133722839,0.059673078185518286,-0.012984966848289897
2023,MY,77934,5087,5803,-716,0.06527317987014654,0.07446044088587779,-0.00918726101573126
2024,MY,77369,6237,6858,-621,0.0806136824826481,0.08864015303286846,-0.008026470550220372
2025,MY,76315,6913,7928,-1015,0.09058507501801742,0.10388521260564765,-0.013300137587630217
1998,MZ,99,0,0,0,0.0,0.0,0.0
1999,MZ,137,14,17,-3,0.10218978102189781,0.12408759124087591,-0.021897810218978103
2000,MZ,190,33,34,-1,0.1736842105263158,0.17894736842105263,-0.005263157894736842
2001,MZ,220,28,44,-16,0.12727272727272726,0.2,-0.07272727272727272
2002,MZ,189,38,47,-9,0.20105820105820105,0.24867724867724866,-0.047619047619047616
2003,MZ,246,55,44,11,0.22357723577235772,0.17886178861788618,0.044715447154471545
2004,MZ,235,50,42,8,0.2127659574468085,0.17872340425531916,0.03404255319148936
2005,MZ,235,46,60,-14,0.19574468085106383,0.2553191489361702,-0.059574468085106386
2006,MZ,307,66,69,-3,0.21498371335504887,0.2247557003257329,-0.009771986970684038
2007,MZ,313,65,82,-17,0.20766773162939298,0.26198083067092653,-0.054313099041533544
2008,MZ,420,96,83,13,0.22857142857142856,0.1976190476190476,0.030952380952380953
2009,MZ,389,92,100,-8,0.2365038560411311,0.2570694087403599,-0.02056555269922879
2010,MZ,400,97,100,-3,0.2425,0.25,-0.0075
2011,MZ,469,99,126,-27,0.21108742004264391,0.26865671641791045,-0.057569296375266525
2012,MZ,457,98,141,-43,0.21444201312910285,0.3085339168490153,-0.09409190371991247
2013,MZ,551,136,117,19,0.24682395644283123,0.21234119782214156,0.034482758620689655
2014,MZ,813,192,139,53,0.23616236162361623,0.17097170971709716,0.06519065190651907
2015,MZ,796,180,201,-21,0.22613065326633167,0.25251256281407036,-0.026381909547738693
2016,MZ,794,162,193,-31,0.2040302267002519,0.24307304785894207,-0.03904282115869018
2017,MZ,937,218,212,6,0.23265741728922093,0.22625400213447172,0.0064034151547491995
2018,MZ,1124,234,206,28,0.20818505338078291,0.18327402135231316,0.02491103202846975
2019,MZ,1364,259,212,47,0.18988269794721407,0.15542521994134897,0.0344574780058651
2020,MZ,1427,234,313,-79,0.16398037841625787,0.21934127540294324,-0.05536089698668535
2021,MZ,1702,313,340,-27,0.18390129259694477,0.199764982373678,-0.015863689776733254
2022,MZ,1842,283,308,-25,0.15363735070575463,0.16720955483170466,-0.013572204125950055
2023,MZ,2007,389,390,-1,0.19382162431489786,0.19431988041853512,-0.0004982561036372695
2024,MZ,2010,361,376,-15,0.17960199004975125,0.18706467661691542,-0.007462686567164179
2025,MZ,2154,460,383,77,0.2135561745589601,0.1778087279480037,0.03574744661095636
1998,NA,57,0,0,0,0.0,0.0,0.0
1999,NA,34,3,4,-1,0.08823529411764706,0.11764705882352941,-0.029411764705882353
2000,NA,46,3,9,-6,0.06521739130434782,0.1956521739130435,-0.13043478260869565
2001,NA,69,7,3,4,0.10144927536231885,0.043478260869565216,0.057971014492753624
2002,NA,52,6,4,2,0.11538461538461539,0.07692307692307693,0.038461538461538464
2003,NA,61,7,9,-2,0.11475409836065574,0.14754098360655737,-0.03278688524590164
2004,NA,78,6,14,-8,0.07692307692307693,0.1794871794871795,-0.10256410256410256
2005,NA,91,9,8,1,0.0989010989010989,0.08791208791208792,0.01098901098901099
2006,NA,94,10,14,-4,0.10638297872340426,0.14893617021276595,-0.0425531914893617
2007,NA,101,12,10,2,0.1188118811881188,0.09900990099009901,0.019801980198019802
2008,NA,103,13,16,-3,0.1262135922330097,0.1553398058252427,-0.02912621359223301
2009,NA,96,11,18,-7,0.11458333333333333,0.1875,-0.07291666666666667
2010,NA,116,10,8,2,0.08620689655172414,0.06896551724137931,0.017241379310344827
2011,NA,157,19,12,7,0.12101910828025478,0.07643312101910828,0.044585987261146494
2012,NA,176,35,15,20,0.19886363636363635,0.08522727272727272,0.11363636363636363
2013,NA,251,44,23,21,0.1752988047808765,0.09163346613545817,0.08366533864541832
2014,NA,375,53,25,28,0.14133333333333334,0.06666666666666667,0.07466666666666667
2015,NA,353,35,35,0,0.09915014164305949,0.09915014164305949,0.0
2016,NA,398,48,33,15,0.12060301507537688,0.0829145728643216,0.03768844221105527
2017,NA,464,57,38,19,0.12284482758620689,0.08189655172413793,0.040948275862068964
2018,NA,531,47,42,5,0.08851224105461393,0.07909604519774012,0.009416195856873822
2019,NA,596,71,38,33,0.11912751677852348,0.06375838926174497,0.05536912751677853
2020,NA,711,71,61,10,0.09985935302390998,0.08579465541490858,0.014064697609001406
2021,NA,829,81,56,25,0.097708082026538,0.06755126658624849,0.030156815440289506
2022,NA,826,66,73,-7,0.07990314769975787,0.08837772397094432,-0.00847457627118644
2023,NA,1013,97,93,4,0.09575518262586377,0.09180651530108588,0.003948667324777887
2024,NA,913,87,80,7,0.09529025191675794,0.08762322015334063,0.007667031763417305
2025,NA,1150,119,78,41,0.10347826086956521,0.06782608695652174,0.035652173913043476
1998,NC,59,0,0,0,0.0,0.0,0.0
1999,NC,35,5,12,-7,0.14285714285714285,0.34285714285714286,-0.2
2000,NC,61,15,6,9,0.2459016393442623,0.09836065573770492,0.14754098360655737
2001,NC,53,10,11,-1,0.18867924528301888,0.20754716981132076,-0.018867924528301886
2002,NC,47,13,13,0,0.2765957446808511,0.2765957446808511,0.0
2003,NC,83,25,16,9,0.30120481927710846,0.1927710843373494,0.10843373493975904
2004,NC,85,19,26,-7,0.2235294117647059,0.3058823529411765,-0.08235294117647059
2005,NC,113,31,22,9,0.2743362831858407,0.19469026548672566,0.07964601769911504
2006,NC,120,28,27,1,0.23333333333333334,0.225,0.008333333333333333
2007,NC,147,41,27,14,0.2789115646258503,0.1836734693877551,0.09523809523809523
2008,NC,156,37,31,6,0.23717948717948717,0.1987179487179487,0.038461538461538464
2009,NC,133,34,37,-3,0.2556390977443609,0.2781954887218045,-0.022556390977443608
2010,NC,200,53,38,15,0.265,0.19,0.075
2011,NC,139,38,50,-12,0.2733812949640288,0.3597122302158273,-0.08633093525179857
2012,NC,191,59,49,10,0.3089005235602094,0.25654450261780104,0.05235602094240838
2013,NC,201,42,32,10,0.208955223880597,0.15920398009950248,0.04975124378109453
2014,NC,241,73,47,26,0.3029045643153527,0.1950207468879668,0.1078838174273859
2015,NC,236,55,57,-2,0.2330508474576271,0.24152542372881355,-0.00847457627118644
2016,NC,211,55,55,0,0.26066350710900477,0.26066350710900477,0.0
2017,NC,247,76,58,18,0.3076923076923077,0.23481781376518218,0.0728744939271255
2018,NC,331,94,48,46,0.283987915407855,0.14501510574018128,0.13897280966767372
2019,NC,251,53,75,-22,0.21115537848605578,0.29880478087649404,-0.08764940239043825
2020,NC,305,75,64,11,0.2459016393442623,0.2098360655737705,0.036065573770491806
2021,NC,304,64,63,1,0.21052631578947367,0.20723684210526316,0.003289473684210526
2022,NC,333,73,73,0,0.21921921921921922,0.21921921921921922,0.0
2023,NC,349,79,83,-4,0.22636103151862463,0.23782234957020057,-0.011461318051575931
2024,NC,308,57,54,3,0.18506493506493507,0.17532467532467533,0.00974025974025974
2025,NC,359,97,77,20,0.27019498607242337,0.21448467966573817,0.055710306406685235
1998,NE,195,0,0,0,0.0,0.0,0.0
1999,NE,154,28,23,5,0.18181818181818182,0.14935064935064934,0.032467532467532464
2000,NE,175,40,63,-23,0.22857142857142856,0.36,-0.13142857142857142
2001,NE,199,48,48,0,0.24120603015075376,0.24120603015075376,0.0
2002,NE,179,55,47,8,0.30726256983240224,0.26256983240223464,0.0446927374301676
2003,NE,199,68,66,2,0.3417085427135678,0.3316582914572864,0.010050251256281407
2004,NE,255,94,72,22,0.3686274509803922,0.2823529411764706,0.08627450980392157
2005,NE,247,81,103,-22,0.32793522267206476,0.41700404858299595,-0.08906882591093117
2006,NE,255,99,99,0,0.38823529411764707,0.38823529411764707,0.0
2007,NE,262,89,101,-12,0.33969465648854963,0.38549618320610685,-0.04580152671755725
2008,NE,219,65,122,-57,0.2968036529680365,0.5570776255707762,-0.2602739726027397
2009,NE,278,102,93,9,0.3669064748201439,0.3345323741007194,0.03237410071942446
2010,NE,300,90,100,-10,0.3,0.3333333333333333,-0.03333333333333333
2011,NE,326,112,98,14,0.34355828220858897,0.3006134969325153,0.04294478527607362
2012,NE,344,86,80,6,0.25,0.23255813953488372,0.01744186046511628
2013,NE,387,106,108,-2,0.2739018087855297,0.27906976744186046,-0.00516795865633075
2014,NE,458,111,105,6,0.2423580786026201,0.2292576419213974,0.013100436681222707
2015,NE,492,118,106,12,0.23983739837398374,0.21544715447154472,0.024390243902439025
2016,NE,519,104,118,-14,0.2003853564547206,0.22736030828516376,-0.02697495183044316
2017,NE,648,136,115,21,0.20987654320987653,0.17746913580246915,0.032407407407407406
2018,NE,716,153,110,43,0.21368715083798884,0.15363128491620112,0.06005586592178771
2019,NE,747,132,137,-5,0.17670682730923695,0.18340026773761714,-0.006693440428380187
2020,NE,803,130,137,-7,0.16189290161892902,0.1706102117061021,-0.008717310087173101
2021,NE,839,144,124,20,0.17163289630512515,0.14779499404052443,0.023837902264600714
2022,NE,982,96,112,-16,0.09775967413441955,0.11405295315682282,-0.016293279022403257
2023,NE,998,129,131,-2,0.12925851703406813,0.1312625250501002,-0.002004008016032064
2024,NE,1292,148,126,22,0.11455108359133127,0.09752321981424149,0.017027863777089782
2025,NE,1119,145,156,-11,0.12957998212689903,0.13941018766756033,-0.009830205540661306
1998,NG,1324,0,0,0,0.0,0.0,0.0
1999,NG,1754,46,68,-22,0.026225769669327253,0.03876852907639681,-0.012542759407069556
2000,NG,2335,114,93,21,0.048822269807280515,0.039828693790149895,0.008993576017130621
2001,NG,2244,95,138,-43,0.04233511586452763,0.06149732620320856,-0.019162210338680926
2002,NG,3085,158,172,-14,0.05121555915721232,0.05575364667747164,-0.00453808752025932
2003,NG,3237,159,187,-28,0.04911955514365153,0.057769539697250544,-0.008649984553599012
2004,NG,4863,191,212,-21,0.03927616697511824,0.04359448899856056,-0.00431832202344232
2005,NG,5750,226,215,11,0.03930434782608696,0.03739130434782609,0.0019130434782608696
2006,NG,5452,212,247,-35,0.03888481291269259,0.045304475421863534,-0.006419662509170946
2007,NG,5708,323,310,13,0.05658724597056763,0.05430974071478627,0.0022775052557813596
2008,NG,5812,349,369,-20,0.0600481761871989,0.06348933241569167,-0.0034411562284927736
2009,NG,7520,407,462,-55,0.05412234042553191,0.061436170212765956,-0.007313829787234043
2010,NG,10562,523,464,59,0.049517136905889034,0.043931073660291614,0.005586063245597425
2011,NG,12488,602,587,15,0.04820627802690583,0.047005124919923126,0.0012011531069827035
2012,NG,14393,659,634,25,0.04578614604321545,0.04404919057875356,0.0017369554644618911
2013,NG,19438,733,731,2,0.0377096409095586,0.037606749665603456,0.00010289124395513942
2014,NG,24347,1031,869,162,0.042346079599129255,0.035692282416724855,0.006653797182404403
2015,NG,25657,1113,1006,107,0.04337997427602604,0.03920957243637214,0.004170401839653896
2016,NG,28275,1274,1154,120,0.045057471264367814,0.04081343943412909,0.004244031830238726
2017,NG,33181,1507,1238,269,0.04541755824116211,0.03731050902624996,0.008107049214912149
2018,NG,38977,1664,1670,-6,0.04269184390794571,0.042845780845113784,-0.00015393693716807348
2019,NG,47312,1993,1845,148,0.042124619546838014,0.03899644910382144,0.003128170443016571
2020,NG,60330,2423,2299,124,0.04016243991380739,0.03810707773910161,0.002055362174705785
2021,NG,64166,2460,2585,-125,0.038338060655175636,0.04028613284293863,-0.0019480721877629897
2022,NG,69733,2273,2611,-338,0.03259575810591829,0.03744281760429065,-0.004847059498372363
2023,NG,71256,3182,3835,-653,0.044655888626922643,0.05382002919052431,-0.009164140563601661
2024,NG,73524,3731,4445,-714,0.05074533485664545,0.06045644959469017,-0.00971111473804472
2025,NG,84087,4313,5551,-1238,0.051292114119899625,0.06601496069547017,-0.01472284657557054
1998,NI,65,0,0,0,0.0,0.0,0.0
1999,NI,75,7,7,0,0.09333333333333334,0.09333333333333334,0.0
2000,NI,104,15,10,5,0.14423076923076922,0.09615384615384616,0.04807692307692308
2001,NI,108,8,18,-10,0.07407407407407407,0.16666666666666666,-0.09259259259259259
2002,NI,129,21,28,-7,0.16279069767441862,0.21705426356589147,-0.05426356589147287
2003,NI,98,19,35,-16,0.19387755102040816,0.35714285714285715,-0.16326530612244897
2004,NI,136,37,27,10,0.27205882352941174,0.19852941176470587,0.07352941176470588
2005,NI,182,40,38,2,0.21978021978021978,0.2087912087912088,0.01098901098901099
2006,NI,207,44,36,8,0.21256038647342995,0.17391304347826086,0.03864734299516908
2007,NI,213,37,55,-18,0.17370892018779344,0.25821596244131456,-0.08450704225352113
2008,NI,291,69,49,20,0.23711340206185566,0.16838487972508592,0.06872852233676977
2009,NI,186,54,70,-16,0.2903225806451613,0.3763440860215054,-0.08602150537634409
2010,NI,244,70,78,-8,0.28688524590163933,0.319672131147541,-0.03278688524590164
2011,NI,409,102,90,12,0.24938875305623473,0.2200488997555012,0.029339853300733496
2012,NI,363,103,120,-17,0.2837465564738292,0.3305785123966942,-0.046831955922865015
2013,NI,456,107,122,-15,0.23464912280701755,0.2675438596491228,-0.03289473684210526
2014,NI,519,118,122,-4,0.22736030828516376,0.2350674373795761,-0.007707129094412331
2015,NI,642,148,110,38,0.23052959501557632,0.17133956386292834,0.059190031152647975
2016,NI,641,148,170,-22,0.23088923556942278,0.26521060842433697,-0.0343213728549142
2017,NI,850,196,151,45,0.23058823529411765,0.1776470588235294,0.052941176470588235
2018,NI,825,168,205,-37,0.20363636363636364,0.24848484848484848,-0.044848484848484846
2019,NI,886,194,174,20,0.21896162528216703,0.1963882618510158,0.022573363431151242
2020,NI,977,213,213,0,0.218014329580348,0.218014329580348,0.0
2021,NI,976,173,209,-36,0.17725409836065573,0.21413934426229508,-0.036885245901639344
2022,NI,956,175,197,-22,0.18305439330543932,0.20606694560669456,-0.02301255230125523
2023,NI,1017,255,245,10,0.25073746312684364,0.24090462143559488,0.00983284169124877
2024,NI,1146,241,254,-13,0.21029668411867364,0.22164048865619546,-0.011343804537521814
2025,NI,1348,360,302,58,0.26706231454005935,0.22403560830860533,0.04302670623145401
1998,NL,31024,0,0,0,0.0,0.0,0.0
1999,NL,30633,1776,1707,69,0.05797669180295759,0.05572421897953188,0.0022524728234257175
