year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2017,SA,23732,3207,2478,729,0.13513399629192652,0.10441597842575426,0.030718017866172256
2018,SA,27616,3550,2755,795,0.1285486674391657,0.09976100811123986,0.02878765932792584
2019,SA,31656,4038,3011,1027,0.1275587566338135,0.09511624968410412,0.03244250694970938
2020,SA,40264,4856,3491,1365,0.12060401351082853,0.08670276177230281,0.03390125173852573
2021,SA,49239,4741,3687,1054,0.09628546477385812,0.07487966855541339,0.02140579621844473
2022,SA,58579,4644,3651,993,0.0792775568036327,0.06232608955427713,0.016951467249355572
2023,SA,62987,5539,4349,1190,0.08793878101830536,0.06904599361773064,0.01889278740057472
2024,SA,71184,6322,4739,1583,0.08881209260507979,0.06657394920206788,0.022238143403011914
2025,SA,72092,7188,5532,1656,0.09970593130999279,0.07673528269433502,0.02297064861565777
1998,SB,1,0,0,0,0.0,0.0,0.0
1999,SB,4,1,0,1,0.25,0.0,0.25
2000,SB,1,0,1,-1,0.0,1.0,-1.0
2001,SB,3,1,0,1,0.3333333333333333,0.0,0.3333333333333333
2002,SB,2,0,0,0,0.0,0.0,0.0
2004,SB,1,1,0,1,1.0,0.0,1.0
2005,SB,1,0,0,0,0.0,0.0,0.0
2006,SB,3,0,0,0,0.0,0.0,0.0
2007,SB,4,1,3,-2,0.25,0.75,-0.5
2008,SB,2,2,0,2,1.0,0.0,1.0
2009,SB,2,0,0,0,0.0,0.0,0.0
2010,SB,5,1,1,0,0.2,0.2,0.0
2011,SB,9,1,4,-3,0.1111111111111111,0.4444444444444444,-0.3333333333333333
2013,SB,2,0,0,0,0.0,0.0,0.0
2014,SB,7,1,1,0,0.14285714285714285,0.14285714285714285,0.0
2015,SB,18,8,2,6,0.4444444444444444,0.1111111111111111,0.3333333333333333
2016,SB,13,4,3,1,0.3076923076923077,0.23076923076923078,0.07692307692307693
2017,SB,7,2,5,-3,0.2857142857142857,0.7142857142857143,-0.42857142857142855
2018,SB,16,4,3,1,0.25,0.1875,0.0625
2019,SB,24,6,0,6,0.25,0.0,0.25
2020,SB,19,6,2,4,0.3157894736842105,0.10526315789473684,0.21052631578947367
2021,SB,18,5,8,-3,0.2777777777777778,0.4444444444444444,-0.16666666666666666
2022,SB,21,7,1,6,0.3333333333333333,0.047619047619047616,0.2857142857142857
2023,SB,12,4,8,-4,0.3333333333333333,0.6666666666666666,-0.3333333333333333
2024,SB,29,9,6,3,0.3103448275862069,0.20689655172413793,0.10344827586206896
2025,SB,19,5,7,-2,0.2631578947368421,0.3684210526315789,-0.10526315789473684
1998,SC,11,0,0,0,0.0,0.0,0.0
1999,SC,8,2,0,2,0.25,0.0,0.25
2000,SC,22,2,4,-2,0.09090909090909091,0.18181818181818182,-0.09090909090909091
2001,SC,7,0,5,-5,0.0,0.7142857142857143,-0.7142857142857143
2002,SC,27,2,1,1,0.07407407407407407,0.037037037037037035,0.037037037037037035
2003,SC,25,2,1,1,0.08,0.04,0.04
2004,SC,36,4,4,0,0.1111111111111111,0.1111111111111111,0.0
2005,SC,13,4,1,3,0.3076923076923077,0.07692307692307693,0.23076923076923078
2006,SC,44,5,3,2,0.11363636363636363,0.06818181818181818,0.045454545454545456
2007,SC,29,3,6,-3,0.10344827586206896,0.20689655172413793,-0.10344827586206896
2008,SC,24,3,2,1,0.125,0.08333333333333333,0.041666666666666664
2009,SC,32,5,4,1,0.15625,0.125,0.03125
2010,SC,44,4,6,-2,0.09090909090909091,0.13636363636363635,-0.045454545454545456
2011,SC,47,2,4,-2,0.0425531914893617,0.0851063829787234,-0.0425531914893617
2012,SC,43,4,6,-2,0.09302325581395349,0.13953488372093023,-0.046511627906976744
2013,SC,49,10,3,7,0.20408163265306123,0.061224489795918366,0.14285714285714285
2014,SC,52,5,7,-2,0.09615384615384616,0.1346153846153846,-0.038461538461538464
2015,SC,39,11,3,8,0.28205128205128205,0.07692307692307693,0.20512820512820512
2016,SC,43,10,9,1,0.23255813953488372,0.20930232558139536,0.023255813953488372
2017,SC,57,11,11,0,0.19298245614035087,0.19298245614035087,0.0
2018,SC,32,7,6,1,0.21875,0.1875,0.03125
2019,SC,52,15,9,6,0.28846153846153844,0.17307692307692307,0.11538461538461539
2020,SC,81,15,16,-1,0.18518518518518517,0.19753086419753085,-0.012345679012345678
2021,SC,102,25,14,11,0.24509803921568626,0.13725490196078433,0.10784313725490197
2022,SC,102,25,19,6,0.24509803921568626,0.18627450980392157,0.058823529411764705
2023,SC,110,22,23,-1,0.2,0.20909090909090908,-0.00909090909090909
2024,SC,149,39,22,17,0.26174496644295303,0.1476510067114094,0.11409395973154363
2025,SC,192,47,34,13,0.24479166666666666,0.17708333333333334,0.06770833333333333
1998,SD,202,0,0,0,0.0,0.0,0.0
1999,SD,179,12,19,-7,0.0670391061452514,0.10614525139664804,-0.03910614525139665
2000,SD,197,20,28,-8,0.10152284263959391,0.14213197969543148,-0.04060913705583756
2001,SD,183,25,22,3,0.1366120218579235,0.12021857923497267,0.01639344262295082
2002,SD,239,42,42,0,0.17573221757322174,0.17573221757322174,0.0
2003,SD,271,46,42,4,0.16974169741697417,0.15498154981549817,0.014760147601476014
2004,SD,299,46,61,-15,0.15384615384615385,0.2040133779264214,-0.05016722408026756
2005,SD,335,68,41,27,0.20298507462686566,0.12238805970149254,0.08059701492537313
2006,SD,348,50,65,-15,0.14367816091954022,0.1867816091954023,-0.04310344827586207
2007,SD,484,88,71,17,0.18181818181818182,0.14669421487603307,0.03512396694214876
2008,SD,581,126,78,48,0.21686746987951808,0.1342512908777969,0.08261617900172118
2009,SD,769,160,105,55,0.20806241872561768,0.13654096228868662,0.07152145643693109
2010,SD,740,109,132,-23,0.1472972972972973,0.1783783783783784,-0.031081081081081083
2011,SD,927,116,137,-21,0.12513484358144553,0.14778856526429343,-0.022653721682847898
2012,SD,980,119,154,-35,0.12142857142857143,0.15714285714285714,-0.03571428571428571
2013,SD,1410,173,168,5,0.1226950354609929,0.11914893617021277,0.0035460992907801418
2014,SD,1652,207,194,13,0.12530266343825666,0.11743341404358354,0.007869249394673124
2015,SD,1848,268,248,20,0.14502164502164502,0.1341991341991342,0.010822510822510822
2016,SD,2384,297,278,19,0.12458053691275167,0.11661073825503356,0.007969798657718121
2017,SD,2434,297,328,-31,0.12202136400986031,0.13475760065735415,-0.012736236647493838
2018,SD,2712,313,380,-67,0.11541297935103245,0.140117994100295,-0.024705014749262538
2019,SD,3079,383,393,-10,0.1243910360506658,0.1276388437804482,-0.003247807729782397
2020,SD,3653,418,521,-103,0.11442649876813578,0.14262250205310703,-0.028196003284971256
2021,SD,4318,533,540,-7,0.12343677628531728,0.12505789717461788,-0.001621120889300602
2022,SD,4772,512,538,-26,0.10729253981559095,0.11274098910310143,-0.005448449287510477
2023,SD,4531,649,686,-37,0.1432354888545575,0.15140145663209004,-0.008165967777532554
2024,SD,4276,666,832,-166,0.1557530402245089,0.19457436856875585,-0.03882132834424696
2025,SD,4543,1005,931,74,0.2212194585075941,0.2049306625577812,0.0162887959498129
1998,SE,20733,0,0,0,0.0,0.0,0.0
1999,SE,21506,1169,1109,60,0.05435692364921417,0.05156700455686785,0.002789919092346322
2000,SE,21810,1532,1533,-1,0.07024300779458964,0.0702888583218707,-4.585052728106373e-05
2001,SE,22534,1817,1797,20,0.08063370906186207,0.07974616135617289,0.0008875477056891808
2002,SE,25087,2017,2334,-317,0.08040020727867023,0.0930362339060071,-0.012636026627336868
2003,SE,25909,2232,2370,-138,0.08614767069358138,0.09147400517194797,-0.0053263344783665905
2004,SE,26621,2490,2465,25,0.09353517899402727,0.09259607077119568,0.0009391082228315991
2005,SE,28495,2567,2789,-222,0.09008597999649061,0.09787682049482366,-0.007790840498333041
2006,SE,29807,2757,3033,-276,0.09249505149797027,0.10175462139765827,-0.009259569899687993
2007,SE,29536,2842,3226,-384,0.09622156013001083,0.10922264355362947,-0.013001083423618635
2008,SE,32394,3319,3445,-126,0.10245724516885843,0.1063468543557449,-0.0038896091868864603
2009,SE,33717,3573,3557,16,0.10597028205356349,0.10549574398671294,0.00047453806685055015
2010,SE,34146,3684,3624,60,0.10788965032507468,0.10613248989632754,0.0017571604287471446
2011,SE,36312,3871,3660,211,0.1066038775060586,0.10079312623925975,0.005810751266798854
2012,SE,38917,4189,3755,434,0.10763933499498933,0.09648739625356528,0.011151938741424056
2013,SE,40665,4409,3983,426,0.10842247633099718,0.09794663715726054,0.010475839173736628
2014,SE,43480,5118,4300,818,0.11770929162833486,0.09889604415823366,0.018813247470101196
2015,SE,44926,5262,4599,663,0.11712594043538263,0.10236833904643192,0.01475760138895072
2016,SE,46223,5585,4912,673,0.12082729377149903,0.1062674426151483,0.014559851156350735
2017,SE,46762,5305,5162,143,0.1134468157905992,0.11038877721226636,0.003058038578332834
2018,SE,48332,5506,5085,421,0.1139203840105934,0.10520979889100389,0.008710585119589507
2019,SE,49595,5698,5178,520,0.11489061397318279,0.1044056860570622,0.010484927916120577
2020,SE,51566,5976,5298,678,0.11589031532405072,0.10274211689873172,0.013148198425319009
2021,SE,53803,5999,5337,662,0.1114993587718157,0.09919521216289054,0.012304146608925154
2022,SE,54566,5649,5324,325,0.10352600520470623,0.09756991533189166,0.005956089872814574
2023,SE,55016,6229,5974,255,0.11322160825941545,0.10858659299112985,0.00463501526828559
2024,SE,56408,6303,6164,139,0.11173946957878315,0.10927528010211318,0.002464189476669976
2025,SE,59171,6774,6769,5,0.11448175626573828,0.11439725541227966,8.450085345861993e-05
1998,SG,4570,0,0,0,0.0,0.0,0.0
1999,SG,5585,424,316,108,0.07591763652641002,0.05658012533572068,0.019337511190689348
2000,SG,6420,670,544,126,0.1043613707165109,0.08473520249221184,0.019626168224299065
2001,SG,6997,827,741,86,0.11819351150493068,0.10590252965556667,0.012290981849364013
2002,SG,10562,1193,1077,116,0.11295209240674114,0.10196932399166825,0.010982768415072904
2003,SG,10331,1457,1308,149,0.14103184590068726,0.12660923434323879,0.014422611557448456
2004,SG,11563,1538,1545,-7,0.13301046441234973,0.133615843639194,-0.0006053792268442445
2005,SG,12503,1659,1939,-280,0.13268815484283772,0.15508278013276813,-0.022394625289930418
2006,SG,12761,1807,2205,-398,0.14160332262361883,0.1727921009325288,-0.03118877830890996
2007,SG,12709,1965,2369,-404,0.15461483987725233,0.1864033362184279,-0.031788496341175546
2008,SG,13882,2345,2447,-102,0.16892378619795417,0.17627143062959227,-0.007347644431638093
2009,SG,14773,2611,2574,37,0.17674135246733907,0.1742367833209233,0.0025045691464157583
2010,SG,16106,2724,2788,-64,0.1691295169502049,0.17310319135725816,-0.003973674407053272
2011,SG,17428,3089,3140,-51,0.1772435161808584,0.18016984163415195,-0.0029263254532935507
2012,SG,18589,3421,3217,204,0.1840335682392813,0.17305933616655012,0.010974232072731184
2013,SG,19819,3611,3532,79,0.18219890004541098,0.17821282607598768,0.003986073969423281
2014,SG,20814,3738,3735,3,0.17959066013260305,0.17944652637647737,0.00014413375612568464
2015,SG,21929,3881,3934,-53,0.1769802544575676,0.17939714533266451,-0.0024168908750969035
2016,SG,22990,4097,3966,131,0.17820791648542844,0.17250978686385385,0.005698129621574598
2017,SG,23385,4106,4219,-113,0.17558263844344665,0.18041479580927947,-0.004832157365832799
2018,SG,24337,4024,4491,-467,0.165344948021531,0.1845338373669721,-0.019188889345441097
2019,SG,24668,4023,4665,-642,0.16308577914707312,0.1891113993838171,-0.02602562023674396
2020,SG,27618,4282,4779,-497,0.1550438120066623,0.17303932218118617,-0.01799551017452386
2021,SG,28105,4101,4814,-713,0.14591709660202812,0.17128624799857678,-0.025369151396548658
2022,SG,27634,3614,4531,-917,0.13078092205254396,0.16396468118983862,-0.033183759137294634
2023,SG,28988,4822,5321,-499,0.16634469435628535,0.18355871395060025,-0.01721401959431489
2024,SG,29514,5287,6308,-1021,0.17913532560818596,0.21372907772582503,-0.034593752117639084
2025,SG,31193,6340,6733,-393,0.20325072933029847,0.21584970987080435,-0.012598980540505882
1998,SI,1906,0,0,0,0.0,0.0,0.0
1999,SI,2039,91,107,-16,0.04462972045120157,0.05247670426679745,-0.00784698381559588
2000,SI,2402,152,151,1,0.06328059950041633,0.06286427976686094,0.00041631973355537054
2001,SI,2550,196,187,9,0.07686274509803921,0.07333333333333333,0.0035294117647058825
2002,SI,3183,196,247,-51,0.06157712849513038,0.07759974866478166,-0.016022620169651274
2003,SI,3470,266,236,30,0.07665706051873199,0.06801152737752161,0.008645533141210375
2004,SI,3742,292,266,26,0.07803313735970069,0.07108498129342597,0.00694815606627472
2005,SI,3976,372,321,51,0.09356136820925554,0.08073440643863179,0.012826961770623743
2006,SI,4228,386,355,31,0.0912961210974456,0.08396404919583728,0.007332071901608325
2007,SI,4673,457,462,-5,0.09779584849133319,0.09886582495185106,-0.0010699764605178687
2008,SI,5006,457,503,-46,0.0912904514582501,0.10047942469037155,-0.009188973232121454
2009,SI,5368,501,512,-11,0.09333084947839046,0.09538002980625931,-0.0020491803278688526
2010,SI,5496,514,574,-60,0.09352256186317322,0.1044395924308588,-0.010917030567685589
2011,SI,6185,598,576,22,0.09668552950687147,0.0931285367825384,0.0035569927243330637
2012,SI,6450,515,691,-176,0.07984496124031008,0.10713178294573643,-0.027286821705426356
2013,SI,7011,653,703,-50,0.09313935244615604,0.1002710027100271,-0.007131650263871059
2014,SI,7481,740,768,-28,0.09891725705119636,0.10266007218286326,-0.0037428151316668897
2015,SI,7943,796,788,8,0.10021402492760921,0.09920684879768349,0.0010071761299257208
2016,SI,8009,809,904,-95,0.10101136221750531,0.11287301785491322,-0.011861655637407917
2017,SI,8066,831,944,-113,0.10302504339201587,0.11703446565831888,-0.014009422266303001
2018,SI,8602,919,945,-26,0.10683561962334341,0.10985817251801906,-0.003022552894675657
2019,SI,8641,902,989,-87,0.10438606642749682,0.11445434556185627,-0.010068279134359448
2020,SI,9655,989,1071,-82,0.10243397203521491,0.11092698083894355,-0.008493008803728637
2021,SI,10563,1019,1098,-79,0.0964688062103569,0.10394774211871627,-0.007478935908359368
2022,SI,10503,938,1042,-104,0.08930781681424355,0.09920974959535371,-0.00990193278111016
2023,SI,10700,1153,1103,50,0.1077570093457944,0.10308411214953271,0.004672897196261682
2024,SI,11499,1192,1066,126,0.10366118792938517,0.09270371336637968,0.010957474563005479
2025,SI,12983,1696,1187,509,0.1306323654009089,0.09142725102056536,0.03920511438034353
1998,SJ,4,0,0,0,0.0,0.0,0.0
1999,SJ,11,4,0,4,0.36363636363636365,0.0,0.36363636363636365
2000,SJ,3,3,5,-2,1.0,1.6666666666666667,-0.6666666666666666
2001,SJ,1,0,2,-2,0.0,2.0,-2.0
2002,SJ,9,3,2,1,0.3333333333333333,0.2222222222222222,0.1111111111111111
2003,SJ,5,4,4,0,0.8,0.8,0.0
2004,SJ,10,4,3,1,0.4,0.3,0.1
2005,SJ,10,4,4,0,0.4,0.4,0.0
2006,SJ,8,5,6,-1,0.625,0.75,-0.125
2007,SJ,10,5,6,-1,0.5,0.6,-0.1
2008,SJ,11,8,3,5,0.7272727272727273,0.2727272727272727,0.45454545454545453
2009,SJ,13,9,9,0,0.6923076923076923,0.6923076923076923,0.0
2010,SJ,14,5,7,-2,0.35714285714285715,0.5,-0.14285714285714285
2011,SJ,17,8,9,-1,0.47058823529411764,0.5294117647058824,-0.058823529411764705
2012,SJ,31,14,4,10,0.45161290322580644,0.12903225806451613,0.3225806451612903
2013,SJ,23,7,15,-8,0.30434782608695654,0.6521739130434783,-0.34782608695652173
2014,SJ,26,10,11,-1,0.38461538461538464,0.4230769230769231,-0.038461538461538464
2015,SJ,22,13,14,-1,0.5909090909090909,0.6363636363636364,-0.045454545454545456
2016,SJ,20,9,14,-5,0.45,0.7,-0.25
2017,SJ,25,10,11,-1,0.4,0.44,-0.04
2018,SJ,32,9,6,3,0.28125,0.1875,0.09375
2019,SJ,27,5,8,-3,0.18518518518518517,0.2962962962962963,-0.1111111111111111
2020,SJ,29,11,15,-4,0.3793103448275862,0.5172413793103449,-0.13793103448275862
2021,SJ,29,11,9,2,0.3793103448275862,0.3103448275862069,0.06896551724137931
2022,SJ,30,12,12,0,0.4,0.4,0.0
2023,SJ,44,21,20,1,0.4772727272727273,0.45454545454545453,0.022727272727272728
2024,SJ,61,23,17,6,0.3770491803278688,0.2786885245901639,0.09836065573770492
2025,SJ,67,23,11,12,0.34328358208955223,0.16417910447761194,0.1791044776119403
1998,SK,2838,0,0,0,0.0,0.0,0.0
1999,SK,2990,312,309,3,0.10434782608695652,0.10334448160535117,0.001003344481605351
2000,SK,3270,451,445,6,0.13792048929663608,0.13608562691131498,0.001834862385321101
2001,SK,3336,492,551,-59,0.1474820143884892,0.16516786570743405,-0.017685851318944845
2002,SK,3512,532,666,-134,0.15148063781321183,0.1896355353075171,-0.038154897494305236
2003,SK,3578,524,688,-164,0.14645053102291783,0.19228619340413639,-0.045835662381218556
2004,SK,3928,607,681,-74,0.1545315682281059,0.17337067209775966,-0.01883910386965377
2005,SK,4169,666,798,-132,0.15975053969776926,0.19141280882705686,-0.0316622691292876
2006,SK,4765,735,754,-19,0.15424973767051417,0.15823714585519413,-0.003987408184679958
2007,SK,5083,750,907,-157,0.14755065905961046,0.17843793035608893,-0.030887271296478457
2008,SK,5861,890,945,-55,0.1518512199283399,0.16123528408121482,-0.009384064152874936
2009,SK,6243,961,945,16,0.15393240429280794,0.1513695338779433,0.0025628704148646484
2010,SK,6808,970,976,-6,0.14247943595769683,0.14336075205640422,-0.0008813160987074031
2011,SK,7469,875,1109,-234,0.11715089034676664,0.14848038559378765,-0.03132949524702102
2012,SK,8569,965,1072,-107,0.11261524098494574,0.12510211226514178,-0.012486871280196056
2013,SK,9662,1079,1142,-63,0.11167460153177396,0.11819499068515835,-0.0065203891533843926
2014,SK,11071,1189,1193,-4,0.10739770571764068,0.10775901002619456,-0.0003613043085538795
2015,SK,11044,1191,1304,-113,0.10784136182542557,0.1180731618978631,-0.010231800072437522
2016,SK,11726,1266,1329,-63,0.10796520552618113,0.11333788163056456,-0.005372676104383422
2017,SK,11926,1258,1440,-182,0.10548381687070267,0.12074459164849907,-0.015260774777796412
2018,SK,12206,1347,1410,-63,0.11035556283794855,0.11551695887268557,-0.005161396034737015
2019,SK,13048,1524,1551,-27,0.11679950950337216,0.11886879215205395,-0.00206928264868179
2020,SK,13465,1416,1655,-239,0.10516152989231341,0.12291125139249907,-0.017749721500185667
2021,SK,13908,1375,1604,-229,0.09886396318665516,0.11532930687374174,-0.01646534368708657
2022,SK,13853,1271,1350,-79,0.09174907962174259,0.09745181549122933,-0.005702735869486754
2023,SK,13906,1519,1449,70,0.10923342442111318,0.10419962606069323,0.005033798360419963
2024,SK,13917,1692,1409,283,0.12157792627721492,0.10124308399798808,0.020334842279226845
2025,SK,15491,2437,1747,690,0.1573171518946485,0.11277515977018915,0.04454199212445936
1998,SL,12,0,0,0,0.0,0.0,0.0
1999,SL,14,1,1,0,0.07142857142857142,0.07142857142857142,0.0
2000,SL,24,0,2,-2,0.0,0.08333333333333333,-0.08333333333333333
2001,SL,27,0,3,-3,0.0,0.1111111111111111,-0.1111111111111111
2002,SL,18,1,1,0,0.05555555555555555,0.05555555555555555,0.0
2003,SL,32,7,4,3,0.21875,0.125,0.09375
2004,SL,28,3,5,-2,0.10714285714285714,0.17857142857142858,-0.07142857142857142
2005,SL,27,3,6,-3,0.1111111111111111,0.2222222222222222,-0.1111111111111111
2006,SL,29,4,4,0,0.13793103448275862,0.13793103448275862,0.0
2007,SL,26,5,7,-2,0.19230769230769232,0.2692307692307692,-0.07692307692307693
2008,SL,36,8,6,2,0.2222222222222222,0.16666666666666666,0.05555555555555555
2009,SL,37,5,8,-3,0.13513513513513514,0.21621621621621623,-0.08108108108108109
2010,SL,75,13,7,6,0.17333333333333334,0.09333333333333334,0.08
2011,SL,71,8,11,-3,0.11267605633802817,0.15492957746478872,-0.04225352112676056
2012,SL,83,12,5,7,0.14457831325301204,0.060240963855421686,0.08433734939759036
2013,SL,87,13,11,2,0.14942528735632185,0.12643678160919541,0.022988505747126436
2014,SL,109,13,13,0,0.11926605504587157,0.11926605504587157,0.0
2015,SL,204,39,17,22,0.19117647058823528,0.08333333333333333,0.10784313725490197
2016,SL,272,52,20,32,0.19117647058823528,0.07352941176470588,0.11764705882352941
2017,SL,322,50,36,14,0.15527950310559005,0.11180124223602485,0.043478260869565216
2018,SL,256,35,35,0,0.13671875,0.13671875,0.0
2019,SL,250,46,34,12,0.184,0.136,0.048
2020,SL,418,82,55,27,0.19617224880382775,0.13157894736842105,0.0645933014354067
2021,SL,571,95,55,40,0.16637478108581435,0.09632224168126094,0.07005253940455342
2022,SL,602,77,60,17,0.12790697674418605,0.09966777408637874,0.02823920265780731
2023,SL,627,87,88,-1,0.13875598086124402,0.14035087719298245,-0.001594896331738437
2024,SL,671,85,108,-23,0.12667660208643816,0.16095380029806258,-0.03427719821162444
2025,SL,724,118,118,0,0.16298342541436464,0.16298342541436464,0.0
1998,SM,15,0,0,0,0.0,0.0,0.0
1999,SM,7,1,1,0,0.14285714285714285,0.14285714285714285,0.0
2000,SM,9,0,5,-5,0.0,0.5555555555555556,-0.5555555555555556
2001,SM,5,1,1,0,0.2,0.2,0.0
2002,SM,6,1,5,-4,0.16666666666666666,0.8333333333333334,-0.6666666666666666
2003,SM,3,0,2,-2,0.0,0.6666666666666666,-0.6666666666666666
2004,SM,5,2,1,1,0.4,0.2,0.2
2005,SM,11,4,2,2,0.36363636363636365,0.18181818181818182,0.18181818181818182
2006,SM,12,8,4,4,0.6666666666666666,0.3333333333333333,0.3333333333333333
2007,SM,15,8,4,4,0.5333333333333333,0.26666666666666666,0.26666666666666666
2008,SM,18,7,8,-1,0.3888888888888889,0.4444444444444444,-0.05555555555555555
2009,SM,17,6,8,-2,0.35294117647058826,0.47058823529411764,-0.11764705882352941
2010,SM,21,4,4,0,0.19047619047619047,0.19047619047619047,0.0
2011,SM,33,16,10,6,0.48484848484848486,0.30303030303030304,0.18181818181818182
2012,SM,32,11,12,-1,0.34375,0.375,-0.03125
2013,SM,31,8,10,-2,0.25806451612903225,0.3225806451612903,-0.06451612903225806
2014,SM,26,8,7,1,0.3076923076923077,0.2692307692307692,0.038461538461538464
2015,SM,45,18,10,8,0.4,0.2222222222222222,0.17777777777777778
2016,SM,40,15,9,6,0.375,0.225,0.15
2017,SM,42,20,20,0,0.47619047619047616,0.47619047619047616,0.0
2018,SM,44,15,21,-6,0.3409090909090909,0.4772727272727273,-0.13636363636363635
2019,SM,59,24,12,12,0.4067796610169492,0.2033898305084746,0.2033898305084746
2020,SM,61,22,18,4,0.36065573770491804,0.29508196721311475,0.06557377049180328
2021,SM,72,19,18,1,0.2638888888888889,0.25,0.013888888888888888
2022,SM,48,16,18,-2,0.3333333333333333,0.375,-0.041666666666666664
2023,SM,57,12,21,-9,0.21052631578947367,0.3684210526315789,-0.15789473684210525
2024,SM,53,10,13,-3,0.18867924528301888,0.24528301886792453,-0.05660377358490566
2025,SM,91,33,10,23,0.3626373626373626,0.10989010989010989,0.25274725274725274
1998,SN,242,0,0,0,0.0,0.0,0.0
1999,SN,316,27,15,12,0.08544303797468354,0.04746835443037975,0.0379746835443038
2000,SN,515,36,36,0,0.06990291262135923,0.06990291262135923,0.0
2001,SN,506,39,34,5,0.07707509881422925,0.06719367588932806,0.009881422924901186
2002,SN,549,46,53,-7,0.08378870673952642,0.0965391621129326,-0.012750455373406194
2003,SN,641,66,67,-1,0.1029641185647426,0.10452418096723869,-0.0015600624024961
2004,SN,708,78,86,-8,0.11016949152542373,0.12146892655367232,-0.011299435028248588
2005,SN,720,86,85,1,0.11944444444444445,0.11805555555555555,0.001388888888888889
2006,SN,695,94,109,-15,0.13525179856115108,0.15683453237410072,-0.02158273381294964
2007,SN,865,119,107,12,0.1375722543352601,0.12369942196531791,0.013872832369942197
2008,SN,832,96,138,-42,0.11538461538461539,0.1658653846153846,-0.05048076923076923
2009,SN,861,130,139,-9,0.15098722415795587,0.16144018583042974,-0.010452961672473868
2010,SN,1081,160,129,31,0.14801110083256244,0.11933395004625347,0.028677150786308975
2011,SN,1222,151,153,-2,0.12356792144026187,0.12520458265139117,-0.0016366612111292963
2012,SN,1330,160,173,-13,0.12030075187969924,0.13007518796992482,-0.009774436090225564
2013,SN,1684,213,180,33,0.12648456057007126,0.10688836104513064,0.019596199524940617
2014,SN,1908,236,168,68,0.12368972746331237,0.0880503144654088,0.03563941299790356
2015,SN,1920,218,242,-24,0.11354166666666667,0.12604166666666666,-0.0125
2016,SN,2126,247,228,19,0.11618062088428975,0.10724365004703669,0.008936970837253057
2017,SN,2489,286,231,55,0.11490558457211732,0.09280835676978706,0.02209722780233025
2018,SN,2541,269,256,13,0.1058638331365604,0.10074773711137347,0.005116096025186935
2019,SN,2825,276,286,-10,0.09769911504424779,0.10123893805309735,-0.0035398230088495575
2020,SN,3352,354,333,21,0.10560859188544153,0.09934367541766109,0.0062649164677804296
2021,SN,3520,372,375,-3,0.10568181818181818,0.10653409090909091,-0.0008522727272727272
2022,SN,3854,328,300,28,0.0851063829787234,0.07784120394395433,0.007265179034769071
2023,SN,4086,354,390,-36,0.08663729809104258,0.09544787077826726,-0.00881057268722467
2024,SN,3685,362,373,-11,0.09823609226594301,0.10122116689280869,-0.0029850746268656717
2025,SN,3790,450,475,-25,0.11873350923482849,0.12532981530343007,-0.006596306068601583
1998,SO,11,0,0,0,0.0,0.0,0.0
1999,SO,15,2,4,-2,0.13333333333333333,0.26666666666666666,-0.13333333333333333
2000,SO,24,7,4,3,0.2916666666666667,0.16666666666666666,0.125
2001,SO,13,0,4,-4,0.0,0.3076923076923077,-0.3076923076923077
2002,SO,24,3,4,-1,0.125,0.16666666666666666,-0.041666666666666664
2003,SO,22,3,8,-5,0.13636363636363635,0.36363636363636365,-0.22727272727272727
2004,SO,27,7,4,3,0.25925925925925924,0.14814814814814814,0.1111111111111111
2005,SO,19,8,6,2,0.42105263157894735,0.3157894736842105,0.10526315789473684
2006,SO,35,8,8,0,0.22857142857142856,0.22857142857142856,0.0
2007,SO,41,15,8,7,0.36585365853658536,0.1951219512195122,0.17073170731707318
2008,SO,55,14,16,-2,0.2545454545454545,0.2909090909090909,-0.03636363636363636
2009,SO,88,26,19,7,0.29545454545454547,0.2159090909090909,0.07954545454545454
2010,SO,70,34,20,14,0.4857142857142857,0.2857142857142857,0.2
2011,SO,70,31,28,3,0.44285714285714284,0.4,0.04285714285714286
2012,SO,112,33,44,-11,0.29464285714285715,0.39285714285714285,-0.09821428571428571
2013,SO,117,48,39,9,0.41025641025641024,0.3333333333333333,0.07692307692307693
2014,SO,128,33,41,-8,0.2578125,0.3203125,-0.0625
2015,SO,118,39,50,-11,0.3305084745762712,0.423728813559322,-0.09322033898305085
2016,SO,166,51,39,12,0.3072289156626506,0.23493975903614459,0.07228915662650602
2017,SO,189,57,43,14,0.30158730158730157,0.2275132275132275,0.07407407407407407
2018,SO,235,84,50,34,0.3574468085106383,0.2127659574468085,0.14468085106382977
2019,SO,212,73,83,-10,0.3443396226415094,0.3915094339622642,-0.04716981132075472
2020,SO,332,101,85,16,0.3042168674698795,0.2560240963855422,0.04819277108433735
2021,SO,458,154,100,54,0.33624454148471616,0.2183406113537118,0.11790393013100436
2022,SO,783,217,146,71,0.2771392081736909,0.18646232439335889,0.09067688378033206
2023,SO,905,219,205,14,0.2419889502762431,0.2265193370165746,0.015469613259668509
2024,SO,1148,303,211,92,0.26393728222996515,0.1837979094076655,0.08013937282229965
2025,SO,1395,317,291,26,0.22724014336917564,0.2086021505376344,0.01863799283154122
1998,SR,9,0,0,0,0.0,0.0,0.0
1999,SR,9,1,3,-2,0.1111111111111111,0.3333333333333333,-0.2222222222222222
